2631,22,0.001387,9.77497,12
3276,23,0.001752,10.2275,15
145,17,9.7e-05,10.2209,13
2720,25,0.001454,10.6977,17
165,16,9.3e-05,10.6303,10
1734,22,0.00094,10.4027,12
1741,22,0.000897,10.4067,14
439,21,0.000229,10.4183,11
464,17,0.000244,10.3186,7
611,21,0.000334,10.3693,13
724,23,0.000364,10.4343,15
1659,23,0.000878,10.4826,11
372,19,0.000195,10.4505,13
1420,22,0.00083,10.3877,14
465,19,0.00027,10.3314,13
2130,22,0.001092,10.2595,10
794,20,0.000796,10.2208,10
71,21,5e-05,10.2288,19
456,22,0.000233,10.2548,18
368,22,0.000212,10.2649,16
27,16,2.3e-05,10.2639,14
76,16,6.2e-05,10.2582,10
2805,25,0.001494,10.3536,15
805,22,0.000457,10.3488,14
1666,23,0.000911,10.3446,13
2470,25,0.001265,10.3441,15
1294,21,0.000646,10.3167,15
100,13,8.9e-05,10.3053,7
1609,23,0.000847,10.3514,13
225,24,0.000127,10.3744,16
1820,24,0.000915,10.4328,14
129,16,7.4e-05,10.4292,12
37,18,2.5e-05,10.4288,16
1500,23,0.000736,10.4489,13
4075,26,0.002238,10.539,14
5873,27,0.003057,10.7331,17
487,22,0.000272,10.743,14
5296,26,0.002596,10.7782,14
2349,22,0.001172,10.7346,12
5296,25,0.002578,10.7453,13
125,14,6.9e-05,10.7393,8
3436,25,0.001745,10.7765,19
1193,21,0.000603,10.7559,11
9239,26,0.004733,10.6916,16
2256,24,0.001113,10.6838,14
626,24,0.000299,10.703,20
92,18,5.2e-05,10.7022,14
1145,23,0.000615,10.707,15
1201,21,0.000682,10.7072,11
5557,28,0.00267,10.8164,16
730,20,0.000375,10.8091,12
9355,27,0.006153,10.7918,15
661,19,0.000332,10.7777,11
2195,26,0.001077,10.8066,16
257,18,0.000147,10.8026,12
2440,24,0.001205,10.7992,16
339,18,0.000204,10.7913,8
2316,24,0.001108,10.7932,12
272,23,0.000133,10.7991,17
3401,24,0.00162,10.7999,16
9544,27,0.005672,10.8566,19
8845,25,0.005474,10.772,13
360,21,0.000183,10.7707,15
103,22,7e-05,10.7727,18
11359,28,0.005565,10.837,14
406,20,0.000314,10.8335,16
8302,27,0.004221,10.8556,17
6762,27,0.003299,10.8996,15
2421,25,0.001218,10.9067,19
3944,24,0.001993,10.8747,10
899,24,0.000434,10.8782,16
868,22,0.000423,10.8761,16
14476,27,0.007452,10.8782,15
3141,26,0.001565,10.8928,18
8979,25,0.004455,10.8454,11
1631,26,0.000814,10.8517,20
413,20,0.000219,10.8487,14
8936,26,0.004506,10.8303,16
166,16,8.9e-05,10.8285,10
7986,27,0.004033,10.8487,17
490,19,0.000245,10.8425,11
324,25,0.000156,10.8473,21
56,15,3.4e-05,10.8465,11
83,17,6.7e-05,10.8461,13
186,15,9.8e-05,10.8428,7
2713,25,0.001332,10.8508,17
206,17,0.000108,10.8492,11
5691,27,0.002921,10.8739,17
1408,20,0.000746,10.8558,8
573,20,0.000285,10.852,12
2764,27,0.001434,10.8578,21
2791,26,0.001353,10.8592,18
2006,22,0.001095,10.8489,12
1238,22,0.000645,10.8495,14
1016,22,0.000492,10.85,12
244,19,0.000139,10.849,17
722,20,0.000373,10.8444,8
2213,21,0.001107,10.8174,9
2265,24,0.001202,10.8218,14
3613,25,0.001941,10.8195,13
