809224,22,0.49237,23.2586,12
1659716,23,1.08035,24.1505,15
56332,17,0.035815,23.3971,13
3832745,25,2.57638,25.0888,17
20305,16,0.027485,20.5905,10
572929,22,0.756961,22.4413,12
840836,22,1.12125,24.0663,14
336804,21,0.443869,23.4033,11
48030,17,0.064632,19.7892,7
523656,21,0.69706,24.8999,13
1183127,23,1.56215,25.2016,15
1229083,23,1.43236,24.0123,11
144153,19,0.082126,23.3386,13
726908,22,0.430906,24.4177,14
119854,19,0.071566,22.2576,13
746437,22,0.418859,22.2703,10
201422,20,0.116503,21.7197,10
463439,21,0.276042,27.1466,19
880730,22,0.515801,26.2271,18
529433,22,0.319236,25.1829,16
25389,16,0.015529,24.0427,14
18803,16,0.011342,21.1404,10
3233556,25,2.33133,24.4027,15
559966,22,0.739971,23.9777,14
1161412,23,1.55251,24.0694,13
3012022,25,2.32362,24.8657,15
533665,21,0.315054,24.1469,15
6472,13,0.003903,18.9411,7
1258485,23,0.749041,23.8348,13
1506581,24,0.886121,26.4099,16
2082556,24,1.71303,25.1367,14
28816,16,0.039107,21.5129,12
57963,18,0.077392,25.3338,16
1339032,23,1.80015,24.677,13
5227219,26,3.65689,24.9354,14
10582097,27,8.98754,25.3414,17
618550,22,0.353025,24.4689,14
5647709,26,5.53956,24.8766,14
707091,22,0.415438,22.3666,12
3906491,25,2.22841,24.0786,13
13166,14,0.007588,20.8434,8
4826279,25,4.90836,25.9469,19
445186,21,0.451307,23.278,11
5301125,26,3.03639,23.6949,16
1521264,24,0.878335,23.1715,14
2550556,24,3.34866,26.3702,20
60744,18,0.082232,23.1549,14
1071876,23,0.971912,24.0232,15
542261,21,0.324403,23.3718,11
13426501,28,9.99131,24.9456,16
323493,20,0.179679,23.5844,12
9617303,27,7.85285,24.6521,15
160297,19,0.100955,22.8202,11
5150682,26,6.56049,25.5479,16
86884,18,0.128792,22.6943,12
2296791,24,2.10773,25.4577,16
60654,18,0.044739,20.9849,8
1715624,24,1.36375,23.8044,12
1336827,23,0.87047,26.6777,17
2536222,24,3.17026,25.0332,16
15171649,27,12.4287,26.4164,19
3587527,25,2.22542,23.0659,13
344582,21,0.4582,24.686,15
599226,22,0.810383,26.1371,18
15073854,28,12.9237,24.7107,14
277227,20,0.155031,25.3117,16
10843669,27,8.55408,25.1366,17
10295974,27,8.18918,24.8898,15
4095213,25,3.00342,26.0283,19
1665813,24,2.22068,22.9856,10
1583030,24,1.35079,25.2878,16
792904,22,0.473497,25.3065,16
12496979,27,9.44691,24.8779,15
5225955,26,4.90273,25.2037,18
4088312,25,2.76918,23.6289,11
4873453,26,3.76078,26.0907,20
214527,20,0.286962,24.0844,14
5735592,26,4.42187,24.1177,16
28881,16,0.015842,21.522,10
10128430,27,8.1604,24.6969,17
110829,19,0.06586,20.9259,11
3745531,25,3.12393,27.1015,21
12608,15,0.016995,21.2184,11
42323,17,0.056521,22.7927,13
15054,15,0.020287,18.8939,7
3814064,25,3.4929,25.2675,17
51080,17,0.03055,22.5447,11
10083429,27,8.05373,25.064,17
216000,20,0.127106,21.4219,8
269408,20,0.156342,23.9391,12
9608157,27,7.78334,26.3894,21
4963354,26,3.04574,25.7931,18
761900,22,1.01741,22.5229,12
779904,22,1.05323,24.2316,14
713444,22,0.966738,24.1785,12
156601,19,0.209235,24.7062,17
197513,20,0.26487,21.7728,8
365116,21,0.334932,20.788,9
1905883,24,1.08302,24.352,14
3411288,25,1.97376,24.3767,13
