70436,22,0.105343,23.6633,12
98412,23,0.120804,24.0383,15
11718,17,0.009889,23.8108,13
134664,25,0.158916,23.7851,17
5209,16,0.003999,20.8754,10
59830,22,0.05966,22.6961,12
71614,22,0.089744,24.0845,14
42704,21,0.041451,22.8473,11
10486,17,0.008032,20.7554,7
55230,21,0.055486,24.5739,13
86288,23,0.096282,24.101,15
87902,23,0.140168,23.6593,11
24271,19,0.025455,23.3539,13
67445,22,0.087802,24.1038,14
21294,19,0.019584,22.1334,13
67976,22,0.076951,22.6165,10
30932,20,0.034945,22.2486,10
51926,21,0.067609,25.714,19
74010,22,0.09679,24.8387,18
57200,22,0.078377,24.0215,16
6175,16,0.006615,24.0292,14
4890,16,0.00489,21.0491,10
128087,25,0.18367,23.4815,15
59140,22,0.079084,23.4723,14
86044,23,0.114989,23.5681,13
124428,25,0.171551,23.5099,15
55828,21,0.073034,24.1479,15
1904,13,0.002321,20.1733,7
89286,23,0.120263,23.5928,13
96167,24,0.126158,24.2379,16
108997,24,0.139586,24.0946,14
6800,16,0.006346,22.265,12
12237,18,0.01225,24.366,16
91221,23,0.107642,24.001,13
146642,26,0.196048,23.6082,14
166169,27,0.207861,23.5118,17
61999,22,0.074059,23.881,14
149038,26,0.173348,23.669,14
66394,22,0.075081,22.9954,12
134964,25,0.152839,23.5684,13
3528,14,0.00319,21.7007,8
141058,25,0.164322,24.0912,19
51334,21,0.05298,23.466,11
147235,26,0.164384,23.3964,16
96629,24,0.109806,22.913,14
117820,24,0.131116,24.3181,20
12721,18,0.011285,22.9057,14
82402,23,0.09194,23.3304,15
55950,21,0.058289,23.7105,11
170358,28,0.212907,23.3603,16
41346,20,0.041456,23.7201,12
163708,27,0.201102,23.3956,15
25948,19,0.025618,23.2322,11
146431,26,0.16672,23.7083,16
16644,18,0.01523,22.7092,12
113398,24,0.13455,24.2941,16
12763,18,0.01111,21.2329,8
102477,24,0.116739,23.4662,12
91593,23,0.102847,24.8721,17
116022,24,0.133798,24.1938,16
170975,27,0.212451,23.5768,19
132375,25,0.170525,23.2729,13
43631,21,0.056404,23.7262,15
61343,22,0.086533,24.7452,18
173107,28,0.199141,23.3941,14
37323,20,0.035469,25.027,16
166627,27,0.196522,23.49,17
165544,27,0.189251,23.4627,15
136365,25,0.142893,24.0422,19
101428,24,0.106298,23.1036,10
99337,24,0.104408,23.8691,16
69657,22,0.076231,24.6006,16
169153,27,0.186013,23.5422,15
146614,26,0.153034,23.6278,18
136769,25,0.13996,23.543,11
144168,26,0.149077,23.7509,20
32178,20,0.030574,23.8939,14
149505,26,0.158454,23.5191,16
6810,16,0.005179,22.1721,10
165286,27,0.188999,23.4624,17
20088,19,0.017132,21.0094,11
134133,25,0.147236,24.2469,21
3471,15,0.003308,21.2123,11
9452,17,0.012731,22.6823,13
4001,15,0.003397,19.6456,7
134421,25,0.151828,23.8437,17
10951,17,0.009796,22.9927,11
165164,27,0.199703,23.4742,17
32194,20,0.031852,22.1691,8
37083,20,0.036388,23.6871,12
163614,27,0.227725,23.5302,21
145000,26,0.317571,23.7198,18
68791,22,0.151604,22.7555,12
69185,22,0.154871,24.1023,14
66051,22,0.147191,23.9428,12
25603,19,0.050705,24.4774,17
30499,20,0.066619,22.2319,8
45472,21,0.090569,21.4567,9
106698,24,0.241421,23.7395,14
130566,25,0.290032,23.57,13
